date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2/24/2018,35,22,0,11.3,7,62,1:02 PM,1:38 AM,7:06 AM,6:40 PM,8,29,29,30,11,2,28,0,1013,35,10,316,8,ahmedabad
2/25/2018,36,22,0,11.4,8,70,1:58 PM,2:39 AM,7:05 AM,6:41 PM,9,29,29,30,14,6,29,0,1014,36,10,101,9,ahmedabad
2/26/2018,37,24,0,11.4,8,77,2:58 PM,3:41 AM,7:04 AM,6:41 PM,5,30,30,31,17,17,21,0,1013,37,10,160,11,ahmedabad
2/27/2018,37,24,0,11.4,8,85,4:01 PM,4:39 AM,7:03 AM,6:42 PM,5,30,30,31,15,21,19,0,1012,37,10,154,9,ahmedabad
2/28/2018,37,24,0,11.4,8,93,5:06 PM,5:35 AM,7:02 AM,6:42 PM,5,30,30,31,13,15,19,0,1011,37,10,140,8,ahmedabad
3/1/2018,37,26,0,11.4,8,96,6:09 PM,6:25 AM,7:01 AM,6:43 PM,5,30,30,32,15,5,18,0,1011,37,10,169,9,ahmedabad
3/2/2018,37,24,0,11.4,8,100,7:11 PM,7:13 AM,7:01 AM,6:43 PM,4,30,30,32,15,1,18,0,1011,37,10,245,10,ahmedabad
3/3/2018,36,24,0,11.4,8,89,8:11 PM,7:57 AM,7:00 AM,6:43 PM,4,29,29,31,18,1,18,0,1010,36,10,318,13,ahmedabad
3/4/2018,35,23,0,11.6,8,82,9:09 PM,8:38 AM,6:59 AM,6:44 PM,8,28,28,29,16,6,27,0,1010,35,10,272,11,ahmedabad
3/5/2018,35,23,0,11.6,8,74,10:04 PM,9:18 AM,6:58 AM,6:44 PM,8,30,30,31,13,1,26,0,1012,35,10,285,9,ahmedabad
3/6/2018,36,23,0,11.6,8,67,10:59 PM,9:58 AM,6:57 AM,6:45 PM,4,30,30,32,15,0,18,0,1012,36,10,58,10,ahmedabad
3/7/2018,37,24,0,11.6,8,60,11:52 PM,10:37 AM,6:56 AM,6:45 PM,2,29,29,30,21,6,17,0,1010,37,10,73,13,ahmedabad
3/8/2018,38,24,0,11.6,8,53,No moonrise,11:19 AM,6:55 AM,6:46 PM,6,30,30,32,17,2,21,0,1010,38,10,148,12,ahmedabad
3/9/2018,36,24,0,11.6,8,45,12:44 AM,12:02 PM,6:54 AM,6:46 PM,7,31,31,32,11,0,23,0,1012,36,10,213,9,ahmedabad
3/10/2018,37,23,0,11.6,8,38,1:36 AM,12:47 PM,6:53 AM,6:47 PM,6,31,31,32,13,0,20,0,1012,37,10,264,9,ahmedabad
3/11/2018,37,23,0,11.6,8,31,2:25 AM,1:34 PM,6:52 AM,6:47 PM,7,30,30,31,17,0,24,0,1012,37,10,321,12,ahmedabad
3/12/2018,37,23,0,11.6,8,24,3:13 AM,2:23 PM,6:51 AM,6:47 PM,2,31,31,32,10,0,16,0,1012,37,10,304,8,ahmedabad
3/13/2018,37,23,0,11.6,8,16,3:59 AM,3:14 PM,6:51 AM,6:48 PM,4,30,30,31,15,1,20,0,1011,37,10,292,11,ahmedabad
3/14/2018,35,23,0,11.6,8,9,4:42 AM,4:05 PM,6:50 AM,6:48 PM,6,28,28,30,20,3,24,0,1011,35,10,285,14,ahmedabad
3/15/2018,35,23,0,11.6,8,2,5:24 AM,4:58 PM,6:49 AM,6:49 PM,10,29,29,30,16,0,33,0,1010,35,10,293,12,ahmedabad
3/16/2018,36,23,0,11.6,8,0,6:04 AM,5:51 PM,6:48 AM,6:49 PM,7,30,30,31,15,1,25,0,1010,36,10,296,11,ahmedabad
3/17/2018,37,24,0,11.6,8,0,6:43 AM,6:45 PM,6:47 AM,6:49 PM,4,32,32,33,9,2,19,0,1010,37,10,217,6,ahmedabad
3/18/2018,38,25,0,11.6,8,5,7:21 AM,7:40 PM,6:46 AM,6:50 PM,5,30,30,32,16,8,19,0,1010,38,10,270,11,ahmedabad
3/19/2018,35,26,0,11.6,7,13,8:00 AM,8:36 PM,6:45 AM,6:50 PM,8,28,28,30,20,26,26,0.2,1012,35,10,288,13,ahmedabad
3/20/2018,36,23,0,11.6,8,20,8:40 AM,9:34 PM,6:44 AM,6:50 PM,6,28,28,30,21,2,24,0,1012,36,10,324,15,ahmedabad
3/21/2018,35,23,0,11.6,8,27,9:23 AM,10:32 PM,6:43 AM,6:51 PM,8,28,28,30,19,0,28,0,1011,35,10,291,15,ahmedabad
3/22/2018,35,23,0,11.6,8,34,10:08 AM,11:33 PM,6:42 AM,6:51 PM,8,29,29,30,17,0,29,0,1010,35,10,304,12,ahmedabad
3/23/2018,36,24,0,11.6,8,42,10:58 AM,No moonset,6:41 AM,6:52 PM,5,31,31,32,11,0,19,0,1011,36,10,178,8,ahmedabad
3/24/2018,37,24,0,11.6,8,49,11:52 AM,12:33 AM,6:40 AM,6:52 PM,3,31,31,32,16,3,16,0,1013,37,10,129,11,ahmedabad
3/25/2018,39,27,0,11.6,9,56,12:49 PM,1:34 AM,6:39 AM,6:52 PM,0,32,32,34,17,12,12,0,1014,39,10,156,11,ahmedabad
3/26/2018,40,27,0,8.8,8,63,1:50 PM,2:31 AM,6:38 AM,6:53 PM,-3,32,32,34,19,31,10,0,1013,40,10,142,11,ahmedabad
3/27/2018,40,27,0,8.8,8,71,2:52 PM,3:27 AM,6:37 AM,6:53 PM,-2,33,33,34,14,33,10,0,1010,40,10,263,9,ahmedabad
3/28/2018,40,25,0,11.6,9,78,3:54 PM,4:17 AM,6:36 AM,6:53 PM,3,33,33,34,14,7,17,0,1009,40,10,280,9,ahmedabad
3/29/2018,41,26,0,11.6,9,85,4:55 PM,5:05 AM,6:35 AM,6:54 PM,5,35,35,36,14,6,17,0,1009,41,10,283,9,ahmedabad
3/30/2018,41,27,0,11.6,9,93,5:55 PM,5:49 AM,6:34 AM,6:54 PM,5,35,35,36,15,0,17,0,1008,41,10,275,11,ahmedabad
3/31/2018,41,26,0,11.6,9,96,6:53 PM,6:30 AM,6:33 AM,6:55 PM,7,35,35,35,14,0,20,0,1007,41,10,266,11,ahmedabad
4/1/2018,39,26,0,11.6,9,89,7:50 PM,7:11 AM,6:32 AM,6:55 PM,6,34,34,34,15,0,20,0,1008,39,10,283,11,ahmedabad
4/2/2018,41,27,0,11.6,9,81,8:46 PM,7:51 AM,6:31 AM,6:55 PM,4,33,33,34,16,10,16,0,1008,41,10,295,10,ahmedabad
4/3/2018,41,28,0,11.6,9,74,9:41 PM,8:30 AM,6:30 AM,6:56 PM,6,34,34,35,18,2,18,0,1008,41,10,301,12,ahmedabad
4/4/2018,41,28,0,11.6,9,66,10:34 PM,9:12 AM,6:29 AM,6:56 PM,8,34,34,35,18,4,21,0,1007,41,10,300,13,ahmedabad
4/5/2018,40,27,0,11.6,9,59,11:27 PM,9:55 AM,6:28 AM,6:56 PM,8,32,32,33,18,16,23,0,1006,40,10,286,12,ahmedabad
4/6/2018,40,26,0,11.6,9,51,No moonrise,10:39 AM,6:27 AM,6:57 PM,11,33,33,34,17,4,28,0,1007,40,10,279,13,ahmedabad
4/7/2018,40,27,0,11.6,9,44,12:17 AM,11:26 AM,6:26 AM,6:57 PM,10,35,35,36,13,1,24,0,1008,40,10,269,10,ahmedabad
4/8/2018,40,27,0,11.6,9,36,1:06 AM,12:14 PM,6:25 AM,6:58 PM,13,36,36,35,14,1,28,0,1008,40,10,227,10,ahmedabad
4/9/2018,41,27,0,11.6,9,28,1:53 AM,1:05 PM,6:25 AM,6:58 PM,11,35,35,35,16,1,27,0,1009,41,10,195,12,ahmedabad
4/10/2018,41,28,0,11.6,9,21,2:37 AM,1:56 PM,6:24 AM,6:58 PM,13,37,37,36,15,2,27,0,1008,41,10,201,10,ahmedabad
4/11/2018,41,28,0,11.6,9,13,3:19 AM,2:47 PM,6:23 AM,6:59 PM,15,35,35,35,18,5,34,0,1007,41,10,228,14,ahmedabad
4/12/2018,40,29,0,11.6,9,6,3:59 AM,3:41 PM,6:22 AM,6:59 PM,14,36,36,35,14,5,31,0,1007,40,10,260,11,ahmedabad
4/13/2018,41,28,0,11.6,9,0,4:38 AM,4:34 PM,6:21 AM,6:59 PM,13,36,36,36,11,6,27,0,1007,41,10,242,8,ahmedabad
4/14/2018,41,29,0,11.6,9,0,5:17 AM,5:29 PM,6:20 AM,7:00 PM,11,36,36,36,13,3,24,0,1007,41,10,276,10,ahmedabad
4/15/2018,42,29,0,11.6,9,0,5:56 AM,6:25 PM,6:19 AM,7:00 PM,10,36,36,36,15,10,22,0,1007,42,10,273,11,ahmedabad
4/16/2018,42,29,0,11.6,9,1,6:36 AM,7:23 PM,6:18 AM,7:01 PM,9,35,35,36,15,4,20,0,1009,42,10,306,11,ahmedabad
4/17/2018,42,29,0,11.6,9,9,7:19 AM,8:23 PM,6:17 AM,7:01 PM,7,35,35,36,18,4,17,0,1010,42,10,316,13,ahmedabad
4/18/2018,43,29,0,11.6,9,17,8:04 AM,9:25 PM,6:17 AM,7:01 PM,6,35,35,36,19,6,18,0,1010,43,10,301,14,ahmedabad
4/19/2018,42,29,0,11.6,9,24,8:53 AM,10:27 PM,6:16 AM,7:02 PM,7,35,35,36,23,3,18,0,1007,42,10,289,16,ahmedabad
4/20/2018,41,28,0,11.6,9,32,9:47 AM,11:29 PM,6:15 AM,7:02 PM,12,34,34,35,23,6,28,0,1007,41,10,278,17,ahmedabad
4/21/2018,39,27,0,11.6,9,39,10:44 AM,No moonset,6:14 AM,7:03 PM,9,33,33,34,17,1,24,0,1008,39,10,301,13,ahmedabad
4/22/2018,40,27,0,11.6,9,47,11:45 AM,12:28 AM,6:13 AM,7:03 PM,-1,35,35,36,14,0,11,0,1009,40,10,308,10,ahmedabad
4/23/2018,41,27,0,11.6,9,54,12:46 PM,1:24 AM,6:12 AM,7:04 PM,-7,36,36,37,16,0,6,0,1009,41,10,224,10,ahmedabad
4/24/2018,42,27,0,11.6,9,62,1:47 PM,2:15 AM,6:12 AM,7:04 PM,-3,35,35,36,17,0,9,0,1008,42,10,266,12,ahmedabad
4/25/2018,41,28,0,11.6,9,69,2:47 PM,3:02 AM,6:11 AM,7:04 PM,4,35,35,36,18,0,16,0,1007,41,10,281,14,ahmedabad
4/26/2018,41,28,0,11.6,9,77,3:46 PM,3:46 AM,6:10 AM,7:05 PM,11,36,36,36,18,0,27,0,1006,41,10,275,14,ahmedabad
4/27/2018,42,28,0,11.6,9,85,4:43 PM,4:27 AM,6:09 AM,7:05 PM,16,39,39,37,13,0,32,0,1007,42,10,243,11,ahmedabad
4/28/2018,44,29,0,11.6,9,92,5:39 PM,5:07 AM,6:09 AM,7:06 PM,13,39,39,37,17,0,28,0,1007,44,10,273,13,ahmedabad
4/29/2018,43,28,0,11.6,9,100,6:34 PM,5:46 AM,6:08 AM,7:06 PM,14,37,37,36,21,0,31,0,1006,43,10,257,16,ahmedabad
4/30/2018,43,29,0,11.6,9,100,7:30 PM,6:25 AM,6:07 AM,7:07 PM,15,38,38,36,23,0,32,0,1004,43,10,258,18,ahmedabad
5/1/2018,43,28,0,11.6,9,89,8:24 PM,7:06 AM,6:07 AM,7:07 PM,14,38,38,37,19,0,31,0,1006,43,10,257,15,ahmedabad
5/2/2018,44,28,0,11.6,9,82,9:17 PM,7:48 AM,6:06 AM,7:07 PM,14,38,38,37,18,1,31,0,1006,44,10,245,14,ahmedabad
5/3/2018,43,28,0,11.6,9,75,10:09 PM,8:32 AM,6:05 AM,7:08 PM,16,39,39,37,16,0,34,0,1006,43,10,210,13,ahmedabad
5/4/2018,42,29,0,11.6,9,68,10:59 PM,9:19 AM,6:05 AM,7:08 PM,21,40,40,36,17,1,46,0,1006,42,10,195,13,ahmedabad
5/5/2018,43,29,0,11.6,9,60,11:47 PM,10:06 AM,6:04 AM,7:09 PM,16,41,41,38,14,2,35,0,1007,43,10,247,11,ahmedabad
5/6/2018,43,30,0,11.6,9,53,No moonrise,10:56 AM,6:03 AM,7:09 PM,10,38,38,37,16,0,22,0,1007,43,10,271,13,ahmedabad
5/7/2018,41,28,0,11.6,9,46,12:32 AM,11:47 AM,6:03 AM,7:10 PM,13,36,36,35,19,0,30,0,1007,41,10,259,15,ahmedabad
5/8/2018,41,28,0,11.6,9,39,1:15 AM,12:38 PM,6:02 AM,7:10 PM,16,36,36,35,17,1,34,0,1007,41,10,271,14,ahmedabad
5/9/2018,42,29,0,11.6,9,31,1:56 AM,1:30 PM,6:02 AM,7:11 PM,14,37,37,37,18,0,29,0,1007,42,10,286,14,ahmedabad
5/10/2018,43,30,0,11.6,9,24,2:34 AM,2:22 PM,6:01 AM,7:11 PM,13,40,40,39,14,1,24,0,1008,43,10,287,11,ahmedabad
5/11/2018,44,31,0,11.6,10,17,3:12 AM,3:16 PM,6:01 AM,7:12 PM,13,40,40,39,17,1,24,0,1006,44,10,266,13,ahmedabad
5/12/2018,43,30,0,13.1,9,9,3:50 AM,4:11 PM,6:00 AM,7:12 PM,11,38,38,37,20,0,24,0,1006,43,10,263,16,ahmedabad
5/13/2018,43,30,0,13.1,9,2,4:29 AM,5:08 PM,6:00 AM,7:13 PM,15,40,40,38,17,1,29,0,1006,43,10,265,13,ahmedabad
5/14/2018,42,30,0,13.5,9,0,5:11 AM,6:07 PM,5:59 AM,7:13 PM,16,40,40,38,15,2,31,0,1006,42,10,268,12,ahmedabad
5/15/2018,44,31,0,13.6,9,0,5:55 AM,7:09 PM,5:59 AM,7:14 PM,13,39,39,38,19,0,25,0,1005,44,10,275,15,ahmedabad
5/16/2018,44,30,0,13.6,9,5,6:43 AM,8:13 PM,5:58 AM,7:14 PM,14,40,40,38,19,0,30,0,1004,44,10,281,15,ahmedabad
5/17/2018,44,30,0,13.6,10,12,7:37 AM,9:18 PM,5:58 AM,7:14 PM,12,40,40,38,20,0,24,0,1004,44,10,286,16,ahmedabad
5/18/2018,44,31,0,13.6,10,19,8:34 AM,10:20 PM,5:58 AM,7:15 PM,12,39,39,38,20,0,25,0,1004,44,10,269,16,ahmedabad
5/19/2018,43,30,0,13.6,9,27,9:36 AM,11:19 PM,5:57 AM,7:15 PM,13,39,39,38,16,0,27,0,1004,43,10,251,13,ahmedabad
5/20/2018,44,30,0,13.6,9,34,10:38 AM,No moonset,5:57 AM,7:16 PM,14,41,41,39,17,0,28,0,1004,44,10,241,13,ahmedabad
5/21/2018,44,30,0,13.6,9,41,11:41 AM,12:13 AM,5:56 AM,7:16 PM,15,41,41,39,15,0,28,0,1005,44,10,224,12,ahmedabad
5/22/2018,45,30,0,13.6,10,48,12:42 PM,1:02 AM,5:56 AM,7:17 PM,15,41,41,38,18,0,28,0,1004,45,10,240,14,ahmedabad
5/23/2018,45,31,0,13.6,10,56,1:41 PM,1:47 AM,5:56 AM,7:17 PM,7,40,40,39,17,4,18,0,1004,45,10,273,13,ahmedabad
5/24/2018,44,31,0,13.6,9,63,2:38 PM,2:28 AM,5:55 AM,7:18 PM,10,38,38,37,18,14,22,0,1003,44,10,273,14,ahmedabad
5/25/2018,43,29,0,13.6,9,70,3:34 PM,3:08 AM,5:55 AM,7:18 PM,12,38,38,37,19,5,28,0,1004,43,10,268,14,ahmedabad
5/26/2018,44,30,0,13.6,10,78,4:28 PM,3:46 AM,5:55 AM,7:19 PM,13,41,41,38,19,1,29,0,1003,44,10,281,15,ahmedabad
5/27/2018,45,31,0,13.6,10,85,5:23 PM,4:24 AM,5:55 AM,7:19 PM,13,42,42,40,19,1,25,0,1002,45,10,283,15,ahmedabad
5/28/2018,44,31,0,13.7,10,92,6:16 PM,5:04 AM,5:55 AM,7:20 PM,16,42,42,39,18,1,31,0,1000,44,10,273,14,ahmedabad
5/29/2018,43,30,0,13.7,9,99,7:10 PM,5:45 AM,5:54 AM,7:20 PM,20,41,41,37,21,0,42,0,1000,43,10,239,17,ahmedabad
5/30/2018,42,31,0,13.7,9,100,8:02 PM,6:27 AM,5:54 AM,7:20 PM,21,40,40,36,25,2,46,0,1001,42,10,206,20,ahmedabad
5/31/2018,43,31,0,13.7,9,89,8:53 PM,7:13 AM,5:54 AM,7:21 PM,21,42,42,37,21,4,44,0,1002,43,10,204,17,ahmedabad
6/1/2018,42,32,0,13.7,9,74,9:42 PM,8:00 AM,5:54 AM,7:21 PM,22,42,42,37,18,4,43,0,1004,42,10,211,14,ahmedabad
6/2/2018,43,32,0,13.7,9,67,10:28 PM,8:49 AM,5:54 AM,7:22 PM,21,43,43,38,14,4,39,0,1004,43,10,260,12,ahmedabad
6/3/2018,43,31,0,13.7,9,59,11:12 PM,9:40 AM,5:54 AM,7:22 PM,19,40,40,37,22,4,38,0,1003,43,10,266,18,ahmedabad
6/4/2018,43,31,0,13.7,9,52,11:53 PM,10:30 AM,5:54 AM,7:23 PM,20,41,41,37,17,3,39,0,1002,43,10,258,14,ahmedabad
6/5/2018,43,31,0,13.7,9,44,No moonrise,11:22 AM,5:54 AM,7:23 PM,19,42,42,38,19,1,38,0,1003,43,10,275,15,ahmedabad
6/6/2018,43,32,0,13.7,9,36,12:32 AM,12:13 PM,5:53 AM,7:23 PM,18,41,41,38,21,3,34,0,1004,43,10,278,17,ahmedabad
6/7/2018,44,31,0,13.7,9,29,1:10 AM,1:05 PM,5:53 AM,7:24 PM,19,41,41,37,26,2,39,0,1001,44,10,272,21,ahmedabad
6/8/2018,43,30,0,13.7,9,21,1:47 AM,1:58 PM,5:53 AM,7:24 PM,21,40,40,36,24,9,44,0,999,43,10,255,19,ahmedabad
6/9/2018,41,32,0,13.7,9,14,2:24 AM,2:53 PM,5:53 AM,7:25 PM,22,41,41,36,23,36,47,0,997,41,10,234,19,ahmedabad
6/10/2018,41,32,0,12.1,8,6,3:03 AM,3:50 PM,5:53 AM,7:25 PM,22,42,42,36,21,37,45,0,998,41,10,231,17,ahmedabad
6/11/2018,42,32,0,13.7,9,0,3:45 AM,4:50 PM,5:54 AM,7:25 PM,22,42,42,37,26,26,45,0,999,42,10,259,21,ahmedabad
6/12/2018,41,31,0,13.7,9,0,4:30 AM,5:53 PM,5:54 AM,7:26 PM,21,40,40,36,28,22,44,0,999,41,10,242,23,ahmedabad
6/13/2018,42,30,0,13.7,9,0,5:22 AM,6:58 PM,5:54 AM,7:26 PM,20,40,40,36,32,11,42,0,1000,42,10,240,26,ahmedabad
6/14/2018,42,31,0,13.7,9,1,6:18 AM,8:03 PM,5:54 AM,7:26 PM,19,39,39,36,32,13,40,0,1001,42,10,238,26,ahmedabad
6/15/2018,40,30,0,13.7,9,9,7:19 AM,9:06 PM,5:54 AM,7:27 PM,20,38,38,35,32,26,43,0,1002,40,10,223,25,ahmedabad
6/16/2018,38,30,0,13.7,9,16,8:23 AM,10:05 PM,5:54 AM,7:27 PM,21,38,38,34,30,32,46,0,1003,38,10,221,23,ahmedabad
6/17/2018,38,30,0,13.3,8,24,9:29 AM,10:58 PM,5:54 AM,7:27 PM,22,38,38,34,24,46,49,0,1002,38,10,221,19,ahmedabad
6/18/2018,40,31,0,13.7,9,31,10:33 AM,11:45 PM,5:54 AM,7:27 PM,21,40,40,35,20,26,46,0,1002,40,10,221,16,ahmedabad
6/19/2018,41,31,0,13.7,8,39,11:35 AM,No moonset,5:54 AM,7:28 PM,21,40,40,36,19,17,43,0,1002,41,10,237,16,ahmedabad
6/20/2018,43,31,0,13.7,9,46,12:33 PM,12:28 AM,5:55 AM,7:28 PM,18,41,41,38,16,0,37,0,1002,43,10,262,13,ahmedabad
6/21/2018,42,30,0,13.7,9,54,1:30 PM,1:09 AM,5:55 AM,7:28 PM,21,41,41,37,18,2,43,0,1002,42,10,252,14,ahmedabad
6/22/2018,41,31,0,13.7,8,61,2:24 PM,1:48 AM,5:55 AM,7:28 PM,22,41,41,36,19,21,47,1.1,1001,41,10,241,15,ahmedabad
6/23/2018,38,31,0,13.3,8,69,3:18 PM,2:25 AM,5:55 AM,7:29 PM,23,40,40,34,17,49,51,6.1,1001,38,10,244,13,ahmedabad
6/24/2018,37,31,0,13.7,8,77,4:12 PM,3:04 AM,5:56 AM,7:29 PM,23,40,40,34,14,34,53,0,1001,37,10,232,12,ahmedabad
6/25/2018,38,31,0,13.3,7,84,5:05 PM,3:44 AM,5:56 AM,7:29 PM,22,38,38,33,26,47,53,2.5,1000,38,10,258,20,ahmedabad
6/26/2018,35,31,0,9.8,7,92,5:57 PM,4:25 AM,5:56 AM,7:29 PM,22,37,37,33,21,66,54,0,999,35,10,233,17,ahmedabad
6/27/2018,36,30,0,10.9,7,99,6:48 PM,5:10 AM,5:56 AM,7:29 PM,21,37,37,33,21,58,50,0,998,36,10,235,16,ahmedabad
6/28/2018,35,30,0,9.8,7,100,7:38 PM,5:56 AM,5:57 AM,7:29 PM,22,38,38,33,16,67,54,2.9,999,35,9,227,12,ahmedabad
6/29/2018,36,31,0,10.9,7,86,8:25 PM,6:44 AM,5:57 AM,7:29 PM,21,37,37,33,23,57,51,0.9,1000,36,10,217,18,ahmedabad
6/30/2018,37,29,0,13.7,8,78,9:10 PM,7:35 AM,5:57 AM,7:29 PM,22,37,37,33,22,40,52,0.6,1002,37,10,204,18,ahmedabad
7/1/2018,38,30,0,13.7,9,75,9:52 PM,8:25 AM,5:58 AM,7:29 PM,22,38,38,33,25,33,52,0,1003,38,10,207,20,ahmedabad
7/2/2018,36,30,0,13.3,7,68,10:31 PM,9:16 AM,5:58 AM,7:30 PM,23,38,38,33,24,60,56,0.1,1001,36,10,208,19,ahmedabad
7/3/2018,34,30,0,9.8,7,61,11:09 PM,10:07 AM,5:58 AM,7:30 PM,24,36,36,31,27,64,65,5.5,1001,34,10,216,20,ahmedabad
7/4/2018,34,29,0,9.8,7,54,11:46 PM,10:58 AM,5:59 AM,7:30 PM,23,36,36,31,25,76,62,1.3,1001,34,10,225,19,ahmedabad
7/5/2018,35,29,0,10.9,7,46,No moonrise,11:50 AM,5:59 AM,7:30 PM,22,36,36,32,19,60,55,0,1002,35,10,238,14,ahmedabad
7/6/2018,35,29,0,12.1,7,39,12:21 AM,12:42 PM,5:59 AM,7:29 PM,22,37,37,33,20,56,54,0,1003,35,10,275,15,ahmedabad
7/7/2018,37,30,0,13.3,7,32,12:59 AM,1:37 PM,6:00 AM,7:29 PM,22,38,38,33,21,46,52,0.6,1001,37,10,275,16,ahmedabad
7/8/2018,37,30,0,13.3,7,24,1:38 AM,2:34 PM,6:00 AM,7:29 PM,23,38,38,33,20,50,55,0.4,1001,37,9,263,16,ahmedabad
7/9/2018,34,30,0,13.3,7,17,2:20 AM,3:34 PM,6:00 AM,7:29 PM,23,37,37,32,15,50,60,1.5,1000,34,9,244,12,ahmedabad
7/10/2018,33,30,0,7.9,7,10,3:08 AM,4:37 PM,6:01 AM,7:29 PM,25,38,38,31,14,78,67,10.9,1000,33,9,253,10,ahmedabad
7/11/2018,31,29,0,7.9,6,3,4:00 AM,5:42 PM,6:01 AM,7:29 PM,24,35,35,30,12,77,71,8.7,1001,31,9,252,9,ahmedabad
7/12/2018,29,27,0,9.1,6,0,4:59 AM,6:46 PM,6:02 AM,7:29 PM,24,33,33,28,18,62,78,14.7,1000,29,9,230,12,ahmedabad
7/13/2018,33,27,0,9.1,7,0,6:02 AM,7:48 PM,6:02 AM,7:29 PM,24,36,36,30,17,53,71,16,999,33,9,245,12,ahmedabad
7/14/2018,33,28,0,10.4,7,4,7:09 AM,8:45 PM,6:02 AM,7:28 PM,24,36,36,31,11,55,70,7.1,998,33,9,257,9,ahmedabad
7/15/2018,32,28,0,9.1,6,12,8:15 AM,9:37 PM,6:03 AM,7:28 PM,25,35,35,29,21,72,79,18.9,997,32,8,303,14,ahmedabad
7/16/2018,34,28,0,9.1,7,19,9:21 AM,10:23 PM,6:03 AM,7:28 PM,25,35,35,30,18,73,74,9.2,997,34,10,269,13,ahmedabad
7/17/2018,31,27,0,6.6,6,26,10:22 AM,11:07 PM,6:04 AM,7:28 PM,25,35,35,29,16,91,78,1.1,998,31,10,205,13,ahmedabad
7/18/2018,33,27,0,10.4,7,34,11:22 AM,11:47 PM,6:04 AM,7:28 PM,24,36,36,30,20,74,72,5.3,1000,33,10,220,15,ahmedabad
7/19/2018,33,28,0,9.1,7,41,12:18 PM,No moonset,6:04 AM,7:27 PM,24,35,35,30,21,71,74,11.1,1001,33,9,251,15,ahmedabad
7/20/2018,30,27,0,6.6,6,48,1:14 PM,12:26 AM,6:05 AM,7:27 PM,24,33,33,28,25,84,79,16,1000,30,9,255,17,ahmedabad
7/21/2018,31,27,0,6.6,6,55,2:07 PM,1:05 AM,6:05 AM,7:27 PM,24,34,34,29,25,87,76,10.6,1001,31,9,251,17,ahmedabad
7/22/2018,30,27,0,6.6,6,63,3:01 PM,1:44 AM,6:06 AM,7:26 PM,23,32,32,28,22,78,77,5,1001,30,9,242,16,ahmedabad
7/23/2018,31,27,0,9.1,6,70,3:53 PM,2:25 AM,6:06 AM,7:26 PM,23,33,33,29,19,75,72,0,1001,31,10,243,14,ahmedabad
7/24/2018,30,27,0,6.6,6,77,4:45 PM,3:08 AM,6:07 AM,7:25 PM,23,32,32,28,18,76,74,0,1002,30,10,250,14,ahmedabad
7/25/2018,33,27,0,7.8,7,84,5:35 PM,3:54 AM,6:07 AM,7:25 PM,23,33,33,29,24,74,68,0,1003,33,10,238,18,ahmedabad
7/26/2018,30,27,0,6.6,6,92,6:23 PM,4:41 AM,6:07 AM,7:25 PM,23,32,32,29,31,88,70,0,1003,30,10,227,22,ahmedabad
7/27/2018,31,27,0,6.6,6,99,7:08 PM,5:31 AM,6:08 AM,7:24 PM,23,32,32,29,27,84,71,0.3,1002,31,10,220,19,ahmedabad
7/28/2018,32,27,0,7.8,6,100,7:51 PM,6:21 AM,6:08 AM,7:24 PM,23,33,33,29,25,72,71,0,1002,32,10,214,18,ahmedabad
7/29/2018,30,27,0,7.8,6,86,8:31 PM,7:12 AM,6:09 AM,7:23 PM,23,32,32,29,22,73,72,0,1003,30,10,219,16,ahmedabad
7/30/2018,33,27,0,7.8,7,79,9:10 PM,8:03 AM,6:09 AM,7:23 PM,22,33,33,30,21,67,64,0,1003,33,10,239,15,ahmedabad
7/31/2018,31,27,0,10.3,6,75,9:46 PM,8:54 AM,6:10 AM,7:22 PM,22,32,32,29,23,60,66,0,1003,31,10,240,16,ahmedabad
8/1/2018,32,27,0,6.6,7,65,10:22 PM,9:45 AM,6:10 AM,7:22 PM,22,33,33,30,26,75,64,0,1003,32,10,237,18,ahmedabad
8/2/2018,31,28,0,6.6,6,57,10:58 PM,10:37 AM,6:10 AM,7:21 PM,22,33,33,29,23,80,66,0,1005,31,10,238,17,ahmedabad
8/3/2018,33,28,0,7.8,7,50,11:36 PM,11:30 AM,6:11 AM,7:20 PM,22,34,34,30,24,61,63,0,1005,33,10,246,17,ahmedabad
8/4/2018,33,27,0,6.5,7,43,No moonrise,12:24 PM,6:11 AM,7:20 PM,22,33,33,29,23,70,64,0.1,1005,33,10,251,17,ahmedabad
8/5/2018,30,27,0,6.5,6,36,12:15 AM,1:21 PM,6:12 AM,7:19 PM,22,32,32,29,26,94,68,0.1,1004,30,10,241,19,ahmedabad
8/6/2018,31,27,0,6.5,6,28,12:59 AM,2:21 PM,6:12 AM,7:19 PM,22,31,31,28,26,78,68,0.1,1003,31,10,233,18,ahmedabad
8/7/2018,30,26,0,6.5,6,21,1:48 AM,3:23 PM,6:12 AM,7:18 PM,22,31,31,28,21,74,70,1.1,1001,30,10,231,15,ahmedabad
8/8/2018,30,27,0,7.8,6,14,2:41 AM,4:26 PM,6:13 AM,7:17 PM,22,32,32,29,13,69,69,0.2,1002,30,10,235,10,ahmedabad
